api,date,time
JCDecaux,20/02/22,19:00:48
JCDecaux,20/02/22,19:16:24
JCDecaux,20/02/22,19:22:04
JCDecaux,20/02/22,19:23:13
JCDecaux,20/02/22,19:24:59
JCDecaux,20/02/22,19:25:22
JCDecaux,20/02/22,19:26:57
JCDecaux,20/02/22,19:27:31
JCDecaux,20/02/22,19:31:29
JCDecaux,20/02/22,19:33:21
JCDecaux,20/02/22,19:38:52
JCDecaux,20/02/22,19:43:53
JCDecaux,20/02/22,19:48:46
JCDecaux,20/02/22,19:49:50
JCDecaux,20/02/22,19:51:09
JCDecaux,20/02/22,19:57:16
JCDecaux,20/02/22,20:02:16
